V1,V2,V3,V4,V5,V6,V7,V8,V9,V10
Apple_Braeburn,0.017699115,0.037037037,0.078606011,0.234417608,0.702702703,0.852127985,0.001460977,0.002337562,0.003506344
Apple_Braeburn,0.017412935,0.035612536,0.078590786,0.129554656,0.714285714,0.843971631,0.001599385,0.002383699,0.003521722
Apple_Braeburn,0.016666667,0.033333333,0.070473734,0.29772858,0.704142012,0.839622642,0.001691657,0.002429835,0.003337178
Apple_Braeburn,0.013986241,0.029761905,0.063307494,0.226613966,0.668604651,0.821687583,0.001753172,0.002522107,0.003291042
Apple_Braeburn,0.01369863,0.029874214,0.0625,0.194129555,0.664515323,0.827586207,0.001737793,0.002537486,0.003306421
Apple_Braeburn,0.013888889,0.029874214,0.0625,0.193174535,0.660225293,0.824761081,0.001737793,0.002537486,0.003306421
Apple_Braeburn,0.012820513,0.029411765,0.062330623,0.17421875,0.656084656,0.828571429,0.001722414,0.002537486,0.003321799
Apple_Braeburn,0.012681159,0.028985507,0.06044137,0.166666667,0.65479212,0.827348835,0.001707036,0.002552864,0.003321799
Apple_Braeburn,0.012195122,0.028735632,0.060185185,0.157422208,0.653501931,0.832214765,0.001691657,0.002537486,0.003321799
Apple_Braeburn,0.009708738,0.027508091,0.043859649,0.304018445,0.801324503,0.895449224,0.001645521,0.002260669,0.003014225
Apple_Braeburn,0.00862069,0.026923077,0.055084746,0.089023109,0.662756296,0.857142857,0.001553249,0.002537486,0.003337178
Apple_Braeburn,0.006944444,0.025641026,0.054200542,0.058823529,0.67362967,0.866666667,0.001491734,0.002506728,0.003383314
Apple_Braeburn,0.005952381,0.024,0.051666667,0.043063783,0.693181818,0.88,0.001430219,0.002460592,0.003617839
Apple_Braeburn,0.003703704,0.016129032,0.041666667,0.023952381,0.731014317,0.897435897,0.001261053,0.002322184,0.003860054
Apple_Braeburn,0.00273224,0.010606061,0.033333333,0.01984127,0.75,0.90647482,0.001214917,0.00224529,0.003890811
Apple_Braeburn,0.001831502,0.008032129,0.028985507,0.01619442,0.797619048,0.916666667,0.001230296,0.002106882,0.003890811
Apple_Braeburn,0.002222222,0.008081105,0.027777778,0.019607843,0.801805025,0.921281961,0.001230296,0.002106882,0.003890811
Apple_Braeburn,0.00203252,0.007936508,0.027777778,0.019607843,0.805369128,0.917355372,0.001261053,0.002091503,0.003890811
Apple_Braeburn,0.00203252,0.008012821,0.028612479,0.019762846,0.807453416,0.91604388,0.001276432,0.002091503,0.003890811
Apple_Braeburn,0.00205134,0.007788162,0.027777778,0.023529412,0.807692308,0.914285714,0.001276432,0.002091503,0.003875433
Apple_Braeburn,0.001831502,0.007751938,0.027777778,0.023529412,0.809210526,0.914728682,0.00130719,0.002106882,0.003875433
Apple_Braeburn,0.001587302,0.007716049,0.023809524,0.023529412,0.810810811,0.909090909,0.001337947,0.002106882,0.003860054
Apple_Braeburn,0.001501502,0.007662835,0.023809524,0.02745098,0.8125,0.90625,0.001337947,0.002106882,0.003844675
Apple_Braeburn,0.010948905,0.03125,0.050200546,0.252478052,0.8,0.885350318,0.001707036,0.002322184,0.003044983
Apple_Braeburn,0.002645503,0.009259259,0.03030303,0.08359484,0.805369128,0.902097902,0.001337947,0.002091503,0.003291042
Apple_Braeburn,0.011904762,0.032338308,0.051724138,0.242922602,0.797619048,0.883928571,0.001722414,0.002337562,0.003044983
Apple_Braeburn,0.002777778,0.010178117,0.041666667,0.15503876,0.795388091,0.898305085,0.001337947,0.002076125,0.003152634
Apple_Braeburn,0.002525253,0.01010101,0.045454545,0.178159341,0.793218391,0.897435897,0.001322568,0.002076125,0.003137255
Apple_Braeburn,0.002923977,0.01010101,0.032051282,0.221052437,0.798833571,0.9,0.00130719,0.002060746,0.003106498
Apple_Braeburn,0.00273224,0.009910813,0.029411765,0.190835128,0.802676334,0.893203883,0.001199539,0.002076125,0.00307574
Apple_Braeburn,0.00273224,0.009562842,0.033333333,0.089288073,0.79245283,0.888888889,0.001168781,0.002106882,0.003291042
Apple_Braeburn,0.003816794,0.00990099,0.028985507,0.216219008,0.793782216,0.903535193,0.001337947,0.001983852,0.002860438
Apple_Braeburn,0.003436426,0.009708738,0.02962963,0.214994026,0.793939394,0.901639344,0.001399462,0.001983852,0.002798923
Apple_Braeburn,0.003703704,0.009989053,0.028985507,0.215336134,0.795985499,0.901639344,0.001399462,0.001968474,0.002798923
Apple_Braeburn,0.003703704,0.010335917,0.028985507,0.212259615,0.79758253,0.903614458,0.001430219,0.001983852,0.002783545
Apple_Braeburn,0.004166667,0.010416667,0.029411765,0.216840947,0.8,0.900990099,0.001445598,0.001983852,0.002752787
Apple_Braeburn,0.004237288,0.010416667,0.028985507,0.222698413,0.80370965,0.901960784,0.001460977,0.001999231,0.002768166
Apple_Braeburn,0.01369863,0.036904762,0.057971014,0.365853659,0.793199769,0.874015748,0.001768551,0.002383699,0.002968089
Apple_Braeburn,0.004166667,0.011538462,0.031578947,0.226845523,0.804878049,0.896551724,0.001476355,0.002076125,0.002768166
Apple_Braeburn,0.00456621,0.012539308,0.032198237,0.243995236,0.806666667,0.895522388,0.001491734,0.002106882,0.002798923
Apple_Braeburn,0.005464481,0.014084507,0.035087719,0.245117782,0.803030303,0.895833333,0.001507113,0.002137639,0.002783545
Apple_Braeburn,0.005420054,0.014905149,0.033333333,0.240873268,0.797199373,0.895522388,0.001507113,0.002168397,0.002783545
Apple_Braeburn,0.005420054,0.015015015,0.032608696,0.247367266,0.797086149,0.895238095,0.001507113,0.002168397,0.002798923
Apple_Braeburn,0.006116208,0.016949153,0.033333333,0.393275862,0.8,0.895833333,0.001507113,0.002183775,0.002752787
Apple_Golden,0.148148148,0.153030303,0.157051282,0.298927999,0.482300885,0.565853659,0.002768166,0.003244906,0.003629373
Apple_Golden,0.148148148,0.153256705,0.157303371,0.309090909,0.476415094,0.567567568,0.002752787,0.003244906,0.003629373
Apple_Golden,0.148333333,0.15327381,0.157088123,0.311779744,0.474418605,0.562194786,0.002737409,0.003260285,0.003629373
Apple_Golden,0.148484848,0.15327381,0.157777778,0.321533613,0.472972973,0.561643836,0.002737409,0.003260285,0.003629373
Apple_Golden,0.148305085,0.153303571,0.157051282,0.333333333,0.467889908,0.56281407,0.002706651,0.003275663,0.003629373
Apple_Golden,0.148305085,0.15327381,0.157051282,0.333333333,0.467889908,0.562790698,0.002691273,0.003275663,0.003629373
Apple_Golden,0.147826087,0.153409091,0.157088123,0.29640609,0.469827586,0.56097561,0.002568243,0.003306421,0.003660131
Apple_Golden,0.147435897,0.15224359,0.157738095,0.288419623,0.469936835,0.558630322,0.002675894,0.003275663,0.003675509
Apple_Golden,0.146953405,0.152329749,0.157986111,0.290422969,0.471153846,0.557291667,0.002675894,0.003260285,0.003675509
Apple_Golden,0.147826087,0.152329749,0.157986111,0.285714286,0.471428571,0.553191489,0.002691273,0.003229527,0.003660131
Apple_Golden,0.146892655,0.15327381,0.157051282,0.131578947,0.46875,0.569148936,0.002691273,0.003229527,0.003798539
Apple_Golden,0.147435897,0.152329749,0.157986111,0.25,0.466666667,0.542198645,0.002737409,0.003244906,0.003629373
Apple_Golden,0.147619048,0.152329749,0.157986111,0.231708742,0.46571985,0.538461538,0.002737409,0.003260285,0.003629373
Apple_Golden,0.146892655,0.15224359,0.157407407,0.228191835,0.464467925,0.536288496,0.002737409,0.003275663,0.003613995
Apple_Golden,0.147849462,0.152329749,0.158075601,0.219866521,0.465,0.535,0.002737409,0.003275663,0.003613995
Apple_Golden,0.147887324,0.152329749,0.158075601,0.196688002,0.46460177,0.532338308,0.002737409,0.003291042,0.003613995
Apple_Golden,0.147887324,0.152014652,0.157986111,0.167526371,0.46110887,0.529100529,0.00272203,0.003291042,0.003629373
Apple_Golden,0.147435897,0.151960784,0.157088123,0.169986185,0.456621005,0.526011561,0.002706651,0.003291042,0.003675509
Apple_Golden,0.147435897,0.151898734,0.156666667,0.185067233,0.450236967,0.525079114,0.002706651,0.003306421,0.003737024
Apple_Golden,0.146341463,0.153030303,0.156862745,0.12595858,0.46728972,0.567708333,0.002691273,0.003229527,0.00378316
Apple_Golden,0.148333333,0.152014652,0.156028369,0.187872975,0.444933921,0.529411765,0.002660515,0.003291042,0.003798539
Apple_Golden,0.147849462,0.152014652,0.155797101,0.180515714,0.442082674,0.531914894,0.002645136,0.003306421,0.003813918
Apple_Golden,0.148514851,0.152329749,0.156862745,0.15572306,0.441441441,0.536458333,0.002583622,0.003306421,0.003798539
Apple_Golden,0.148464093,0.152941176,0.156028369,0.211601307,0.443438914,0.539623605,0.002583622,0.003275663,0.003767782
Apple_Golden,0.148514851,0.154385965,0.156666667,0.290486051,0.442477876,0.54494382,0.002645136,0.003244906,0.003675509
Apple_Golden,0.148809524,0.153846154,0.156862745,0.285570855,0.435555556,0.551400111,0.002614379,0.003291042,0.003660131
Apple_Golden,0.148514851,0.154385965,0.156862745,0.285714286,0.434977578,0.552631579,0.002583622,0.003291042,0.003675509
Apple_Golden,0.148514851,0.154166667,0.156862745,0.28685259,0.441441441,0.557471264,0.002599,0.003291042,0.003706267
Apple_Golden,0.148333333,0.154639175,0.157051282,0.29047619,0.449339207,0.556615392,0.002614379,0.003275663,0.003721646
Apple_Golden,0.146953405,0.154385965,0.156976744,0.288,0.448430493,0.555555556,0.002614379,0.003275663,0.003706267
Apple_Golden,0.148333333,0.154639175,0.157088123,0.291624494,0.451612903,0.554973822,0.002599,0.003275663,0.003706267
Apple_Golden,0.147058824,0.154166667,0.156862745,0.295081967,0.453333333,0.555138889,0.002583622,0.003260285,0.003706267
Apple_Golden,0.148401826,0.154639175,0.157051282,0.323867361,0.460176991,0.558659218,0.002506728,0.003244906,0.003660131
Apple_Golden,0.148148148,0.154385965,0.156862745,0.331983806,0.461038231,0.56043956,0.002522107,0.003260285,0.003644752
Apple_Golden,0.148514851,0.154639175,0.157051282,0.329255746,0.464850507,0.561403509,0.002537486,0.003260285,0.003644752
Apple_Golden,0.147619048,0.154385965,0.156976744,0.333333333,0.464285714,0.56,0.002568243,0.003260285,0.003629373
Apple_Golden,0.147435897,0.154205607,0.156862745,0.329375897,0.463302752,0.559756973,0.002599,0.003244906,0.003629373
Apple_Golden,0.146953405,0.152329749,0.156862745,0.318607685,0.461538462,0.547368421,0.002706651,0.003244906,0.003660131
Apple_Golden,0.146953405,0.153333333,0.156862745,0.294341595,0.456521739,0.547136223,0.002706651,0.003275663,0.003644752
Apple_Golden,0.148333333,0.153256705,0.157051282,0.259788006,0.454545455,0.544643386,0.002675894,0.003291042,0.003660131
Apple_Golden,0.146929825,0.152329749,0.156753,0.223031284,0.457777778,0.552974039,0.002706651,0.003306421,0.003752403
Apple_Golden,0.146341463,0.151960784,0.156666667,0.22787979,0.458715596,0.552974039,0.002706651,0.003306421,0.003752403
Apple_Golden,0.147058824,0.15224359,0.156666667,0.218511891,0.45861544,0.563157895,0.002675894,0.003306421,0.003767782
Apple_Golden,0.146953405,0.15224359,0.156666667,0.21672754,0.457894737,0.563157895,0.002645136,0.003306421,0.003752403
Apple_Golden,0.146788991,0.152014652,0.156666667,0.215002131,0.45754717,0.565863112,0.002645136,0.003306421,0.003752403
Apple_Golden,0.146953405,0.152014652,0.156666667,0.21,0.456571372,0.567164179,0.002614379,0.003306421,0.003737024
Apple_Golden,0.146929825,0.15224359,0.156666667,0.210526316,0.456621005,0.571428571,0.002599,0.003306421,0.003737024
Apple_Golden,0.146788991,0.15224359,0.156666667,0.190105634,0.457399103,0.574386252,0.002568243,0.003306421,0.003737024
Apple_Golden,0.146788991,0.153256705,0.156862745,0.175609756,0.464101615,0.578947368,0.002599,0.003291042,0.003752403
Apple_Golden,0.146520147,0.153256705,0.157051282,0.166457286,0.464124839,0.577777778,0.002614379,0.003291042,0.003767782
Apple_Golden,0.146520147,0.153265257,0.157051282,0.15531401,0.467889908,0.573770492,0.002675894,0.003275663,0.003813918
Apple_Golden,0.139303483,0.151515152,0.157986111,0.007843137,0.411107158,0.555555556,0.002629758,0.003367935,0.003921569
Apple_Golden,0.135802469,0.148809524,0.154761905,0.007843137,0.440618703,0.56097561,0.002691273,0.003383314,0.003921569
Apple_Golden,0.138888889,0.151234568,0.156976744,0.007843137,0.418553427,0.557400603,0.002629758,0.003367935,0.003921569
Apple_Golden,0.135416667,0.148867314,0.154761905,0.007843137,0.44341757,0.562130178,0.002691273,0.003383314,0.003921569
Apple_Golden,0.146031746,0.152777778,0.156666667,0.070316901,0.452488688,0.544041451,0.002460592,0.002998847,0.003690888
Apple_Golden,0.146031746,0.15297332,0.156976744,0.06659292,0.451534607,0.543859649,0.002460592,0.002998847,0.003679354
Apple_Golden,0.145833333,0.153256705,0.157777778,0.07879834,0.43902439,0.537634409,0.002445213,0.003044983,0.003644752
Apple_Golden,0.145524733,0.153256705,0.157407407,0.152459532,0.44,0.538461538,0.002429835,0.003044983,0.003583237
Apple_Golden,0.143939394,0.153005464,0.157303371,0.093664148,0.422222222,0.532974006,0.002429835,0.003091119,0.003675509
Apple_Golden,0.135555556,0.151898734,0.157303371,0.007874016,0.376146789,0.516666667,0.002537486,0.003260285,0.003921569
Apple_Golden,0.133333333,0.152014652,0.158075601,0.007843137,0.353194726,0.50840356,0.002583622,0.003321799,0.003921569
Apple_Golden,0.137457045,0.152014652,0.157303371,0.007843137,0.408877942,0.523316062,0.002460592,0.003244906,0.003921569
Apple_Golden,0.134689561,0.151685393,0.157088123,0.007843137,0.408256881,0.519553073,0.002475971,0.003260285,0.003921569
Apple_Golden,0.137037037,0.151685393,0.157303371,0.007843137,0.41995671,0.524861878,0.002429835,0.003214148,0.003921569
Apple_Golden,0.137820513,0.151685393,0.157141935,0.007843137,0.412556054,0.524509804,0.002460592,0.003229527,0.003921569
Apple_Golden,0.138047138,0.151685393,0.157088123,0.007843137,0.415525114,0.528409091,0.002522107,0.00319877,0.003921569
Apple_Golden,0.138888889,0.151685393,0.157303371,0.007843137,0.410577168,0.520487863,0.002552864,0.00319877,0.003921569
Apple_Golden,0.140534046,0.151960784,0.15625,0.007843137,0.415136456,0.51369894,0.002583622,0.00319877,0.003921569
Apple_Golden,0.138888889,0.152014652,0.156976744,0.007843137,0.402654867,0.505319149,0.002645136,0.003275663,0.003921569
Apple_Golden,0.141552511,0.152014652,0.156028369,0.007843137,0.405574981,0.505390954,0.002706651,0.003306421,0.003921569
Apple_Golden,0.142857143,0.151685393,0.156028369,0.007843137,0.40625,0.491070491,0.00284506,0.003352557,0.003921569
Apple_Golden,0.14379085,0.151666667,0.155555556,0.015686275,0.415178571,0.495049505,0.00284506,0.003367935,0.003921569
Apple_Golden,0.14379085,0.151685393,0.155797101,0.015686275,0.413333333,0.494897959,0.00284506,0.003367935,0.003921569
Apple_Golden,0.143115942,0.151666667,0.155251142,0.012036145,0.411504425,0.492385787,0.002860438,0.003383314,0.003921569
Apple_Golden,0.14379085,0.151666667,0.155797101,0.011904762,0.412556054,0.495049505,0.002860438,0.003398693,0.003921569
Apple_Golden,0.144012945,0.151685393,0.155797101,0.015686275,0.413043478,0.494949495,0.002860438,0.003398693,0.00390619
Apple_Golden,0.140710383,0.149621212,0.154434251,0.007843137,0.450413223,0.54491018,0.002752787,0.003398693,0.003921569
Apple_Golden,0.143939394,0.151666667,0.155555556,0.020080321,0.415421776,0.5,0.00284506,0.003383314,0.003890811
Apple_Golden,0.14379085,0.151666667,0.154761905,0.019821664,0.414847162,0.5,0.00284506,0.003383314,0.003890811
Apple_Golden,0.140804598,0.149224806,0.154761905,0.007843137,0.450236967,0.541887812,0.002752787,0.003398693,0.003921569
Apple_Golden,0.143192488,0.151090343,0.155555556,0.019607843,0.412765957,0.502331041,0.002860438,0.00342945,0.00390619
Apple_Golden,0.142857143,0.150793651,0.154761905,0.019607843,0.413043478,0.5,0.002860438,0.00342945,0.00390619
Apple_Golden,0.140264026,0.14983165,0.154929577,0.015686275,0.411255411,0.504807692,0.002814302,0.003460208,0.00390619
Apple_Golden,0.141666667,0.150205761,0.154761905,0.011764706,0.405982906,0.512020072,0.002752787,0.003475586,0.003921569
Apple_Golden,0.142424242,0.151090343,0.155251142,0.011764706,0.406113537,0.519627142,0.002691273,0.003475586,0.003921569
Apple_Golden,0.142857143,0.150793651,0.154761905,0.015686275,0.415254237,0.528497409,0.002599,0.00342945,0.00390619
Apple_Golden,0.143115942,0.150793651,0.154761905,0.019607843,0.423502105,0.538461538,0.002537486,0.003383314,0.00390619
Apple_Golden,0.142424242,0.150793651,0.154639175,0.015686275,0.422852182,0.5379512,0.00254902,0.003383314,0.00390619
Apple_Golden,0.143081761,0.150793651,0.154761905,0.023529412,0.434042553,0.550826155,0.002552864,0.003337178,0.003890811
Apple_Golden,0.142857143,0.14983165,0.154761905,0.108457205,0.465217391,0.578651685,0.002522107,0.003183391,0.003660131
Apple_Golden,0.142512077,0.148809524,0.154385965,0.065269124,0.468599034,0.584699454,0.002552864,0.003168012,0.003644752
Apple_Golden,0.142857143,0.149484536,0.154639175,0.066587678,0.469298246,0.584269663,0.002552864,0.003152634,0.003644752
Apple_Golden,0.142222222,0.148514851,0.154434251,0.052840434,0.470873786,0.587096774,0.002522107,0.003168012,0.003644752
Apple_Golden,0.141242938,0.146520147,0.154166667,0.076461019,0.477272727,0.592979432,0.002445213,0.003168012,0.003629373
Apple_Golden,0.141552511,0.146929825,0.154205607,0.080483871,0.479452055,0.594159664,0.002429835,0.003168012,0.003613995
Apple_Golden,0.141666667,0.146417445,0.154205607,0.031372549,0.477272727,0.6,0.002429835,0.00319877,0.003844675
Apple_Golden,0.142857143,0.151234568,0.155797101,0.007843137,0.456140351,0.534031414,0.002783545,0.003414072,0.003921569
Apple_Golden,0.133333333,0.146892655,0.154385965,0.007843137,0.421164614,0.570923181,0.002645136,0.003398693,0.003921569
Apple_Golden,0.138127413,0.148333333,0.154385965,0.007843137,0.435135848,0.570642869,0.002660515,0.003383314,0.003921569
Apple_Granny_Smith,0.154929577,0.166666667,0.171111111,0.019607843,0.418541456,0.550890695,0.001953095,0.002691273,0.003890811
Apple_Granny_Smith,0.152777778,0.166666667,0.172839506,0.041928783,0.418726409,0.587301587,0.001737793,0.002599,0.003767782
Apple_Granny_Smith,0.154651675,0.166666667,0.172839506,0.044845731,0.420908829,0.588235294,0.001707036,0.002599,0.00378316
Apple_Granny_Smith,0.147058824,0.166666667,0.170454545,0.015686275,0.408822405,0.546980574,0.001937716,0.00272203,0.00390619
Apple_Granny_Smith,0.156370192,0.166666667,0.171232877,0.04439528,0.421052632,0.598511524,0.001722414,0.002583622,0.003598616
Apple_Granny_Smith,0.15625,0.166666667,0.172839506,0.043137255,0.422857143,0.601929843,0.001722414,0.002583622,0.00355248
Apple_Granny_Smith,0.157894737,0.166666667,0.172839506,0.046172604,0.423280423,0.600362319,0.001753172,0.002568243,0.003540946
Apple_Granny_Smith,0.15625,0.166666667,0.171957672,0.039215686,0.429966044,0.587412587,0.001783929,0.002583622,0.003633218
Apple_Granny_Smith,0.153508772,0.166666667,0.171875,0.037043046,0.425414365,0.588709677,0.001783929,0.002583622,0.003675509
Apple_Granny_Smith,0.153508772,0.166666667,0.171232877,0.035294118,0.426966292,0.585365854,0.001768551,0.002583622,0.003740869
Apple_Granny_Smith,0.15625,0.166666667,0.169191919,0.02745098,0.414893617,0.578571429,0.001783929,0.002645136,0.003860054
Apple_Granny_Smith,0.158333333,0.166666667,0.170682731,0.023904382,0.414893617,0.583333333,0.001799308,0.002652826,0.003875433
Apple_Granny_Smith,0.153508772,0.166666667,0.169191919,0.019685039,0.412698413,0.58041958,0.001830065,0.002691273,0.003890811
Apple_Granny_Smith,0.153508772,0.166666667,0.169117647,0.019685039,0.411458333,0.579310345,0.001860823,0.002691273,0.003890811
Apple_Granny_Smith,0.152173913,0.166666667,0.170634921,0.019607843,0.410714286,0.578665414,0.00189158,0.002706651,0.003890811
Apple_Granny_Smith,0.157894737,0.166666667,0.171568627,0.015686275,0.410810811,0.571428571,0.001922338,0.002752787,0.00390619
Apple_Granny_Smith,0.153333333,0.166666667,0.172839506,0.011764706,0.401180198,0.563758389,0.001953095,0.002783545,0.003921569
Apple_Granny_Smith,0.154282407,0.166666667,0.172043011,0.007968127,0.4,0.568526726,0.001937716,0.002783545,0.003921569
Apple_Granny_Smith,0.154166667,0.166666667,0.172043011,0.011764706,0.397849462,0.570469799,0.001937716,0.002798923,0.003921569
Apple_Granny_Smith,0.152173913,0.166666667,0.172839506,0.007874016,0.395833333,0.562913907,0.001906959,0.002798923,0.003921569
Apple_Granny_Smith,0.151898734,0.166666667,0.172995781,0.007874016,0.396389367,0.562043796,0.00189158,0.002798923,0.003921569
